CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
CUST00961,8,27,132636.31,5,5,5,555,Champions
CUST00962,371,6,72465.23999999999,2,2,4,224,Hibernating
CUST00963,235,8,16403.24,3,3,2,332,Need Attention
CUST00964,78,12,47801.11,4,4,3,443,Loyal Customers
CUST00965,110,9,29622.39,4,3,3,433,Loyal Customers
CUST00966,9,6,51278.25,5,2,4,524,New Customers
CUST00967,691,3,5174.42,1,1,1,111,Lost
CUST00968,44,8,24766.19,4,3,3,433,Loyal Customers
CUST00969,182,3,4242.719999999999,3,1,1,311,Hibernating
CUST00970,50,12,89309.31999999999,4,4,4,444,Champions
CUST00971,321,3,4721.25,3,1,1,311,Hibernating
CUST00972,277,2,2310.85,3,1,1,311,Hibernating
CUST00973,425,4,9428.869999999999,2,2,2,222,Hibernating
CUST00974,99,17,151507.56,4,4,5,445,Champions
CUST00975,2,28,248449.0,5,5,5,555,Champions
CUST00976,296,8,146600.92,3,3,5,335,Loyal Customers
CUST00977,241,9,81554.38,3,3,4,334,Loyal Customers
CUST00978,4,24,253149.62,5,5,5,555,Champions
CUST00979,112,7,9062.039999999999,4,3,2,432,Need Attention
CUST00980,511,5,15638.63,1,2,2,122,Lost
CUST00981,118,16,88416.68,4,4,4,444,Champions
CUST00982,455,4,27723.21,2,2,3,223,Hibernating
CUST00983,17,19,229987.11,4,5,5,455,Champions
CUST00984,33,19,110371.08,4,5,4,454,Champions
CUST00985,259,4,45708.80999999999,3,2,3,323,Need Attention
CUST00986,123,9,174780.81,4,3,5,435,Loyal Customers
CUST00987,418,7,25135.3,2,3,3,233,Hibernating
CUST00988,171,14,39790.909999999996,3,4,3,343,Loyal Customers
CUST00989,204,16,38868.51,3,4,3,343,Loyal Customers
CUST00990,472,1,4160.34,2,1,1,211,Hibernating
CUST00991,224,5,62973.770000000004,3,2,4,324,Need Attention
CUST00992,241,5,77552.28,3,2,4,324,Need Attention
CUST00993,26,17,51633.61,4,4,4,444,Champions
CUST00994,246,8,51971.119999999995,3,3,4,334,Loyal Customers
CUST00995,277,6,185824.64,3,2,5,325,Need Attention
CUST00996,9,24,110444.72,5,5,4,554,Champions
CUST00997,551,1,716.82,1,1,1,111,Lost
CUST00998,6,24,92867.53,5,5,4,554,Champions
CUST00999,684,1,2789.04,1,1,1,111,Lost
CUST01000,83,16,185065.12,4,4,5,445,Champions
CUST01001,2,27,233125.99,5,5,5,555,Champions
CUST01002,371,2,726.4200000000001,2,1,1,211,Hibernating
CUST01003,482,2,17289.35,2,1,2,212,Hibernating
CUST01004,332,5,10259.990000000002,3,2,2,322,Need Attention
CUST01005,363,2,6554.469999999999,2,1,1,211,Hibernating
CUST01006,448,6,28954.43,2,2,3,223,Hibernating
CUST01007,379,4,122790.72,2,2,5,225,Hibernating
CUST01008,521,2,7355.97,1,1,1,111,Lost
CUST01009,53,11,84031.12000000001,4,4,4,444,Champions
CUST01010,65,14,41058.26,4,4,3,443,Loyal Customers
CUST01011,73,8,30332.199999999997,4,3,3,433,Loyal Customers
CUST01012,586,2,4832.46,1,1,1,111,Lost
CUST01013,462,1,14474.01,2,1,2,212,Hibernating
CUST01014,5,27,112170.69,5,5,4,554,Champions
CUST01015,374,6,18252.94,2,2,2,222,Hibernating
CUST01016,688,3,4748.99,1,1,1,111,Lost
CUST01017,1,17,63510.1,5,4,4,544,Champions
CUST01018,640,3,7550.8099999999995,1,1,1,111,Lost
CUST01019,416,2,3582.42,2,1,1,211,Hibernating
CUST01020,17,33,99323.94,4,5,4,454,Champions
CUST01021,640,6,17744.190000000002,1,2,2,122,Lost
CUST01022,51,11,33632.04,4,4,3,443,Loyal Customers
CUST01023,209,1,736.04,3,1,1,311,Hibernating
CUST01024,544,2,5277.59,1,1,1,111,Lost
CUST01025,547,1,1123.73,1,1,1,111,Lost
CUST01026,330,14,83192.29999999999,3,4,4,344,Loyal Customers
CUST01027,424,2,1391.32,2,1,1,211,Hibernating
CUST01028,415,5,29597.239999999998,2,2,3,223,Hibernating
CUST01029,277,12,39961.7,3,4,3,343,Loyal Customers
CUST01030,496,1,1814.96,1,1,1,111,Lost
CUST01031,1,46,397153.86,5,5,5,555,Champions
CUST01032,575,7,21808.81,1,3,2,132,Hibernating
CUST01033,47,11,142420.72,4,4,5,445,Champions
CUST01034,2,11,52321.560000000005,5,4,4,544,Champions
CUST01035,1,22,91943.70999999999,5,5,4,554,Champions
CUST01036,275,4,11619.33,3,2,2,322,Need Attention
CUST01037,55,14,80274.29,4,4,4,444,Champions
CUST01038,504,2,6805.790000000001,1,1,1,111,Lost
CUST01039,4,21,104312.51,5,5,4,554,Champions
CUST01040,45,11,767213.9,4,4,5,445,Champions
CUST01041,398,8,33085.979999999996,2,3,3,233,Hibernating
CUST01042,436,5,10102.72,2,2,2,222,Hibernating
CUST01043,162,9,207514.02000000002,3,3,5,335,Loyal Customers
CUST01044,380,4,13699.59,2,2,2,222,Hibernating
CUST01045,482,2,3385.25,2,1,1,211,Hibernating
CUST01046,235,9,20258.579999999998,3,3,2,332,Need Attention
CUST01047,69,6,17193.89,4,2,2,422,New Customers
CUST01048,4,53,331656.19,5,5,5,555,Champions
CUST01049,458,1,9339.44,2,1,2,212,Hibernating
CUST01050,1,36,221282.17,5,5,5,555,Champions
CUST01051,659,2,6463.2,1,1,1,111,Lost
CUST01052,372,4,6617.66,2,2,1,221,Hibernating
CUST01053,378,1,4845.3,2,1,1,211,Hibernating
CUST01054,525,3,15478.09,1,1,2,112,Lost
CUST01055,546,2,7240.43,1,1,1,111,Lost
CUST01056,11,14,33119.7,5,4,3,543,Loyal Customers
CUST01057,226,4,23807.07,3,2,3,323,Need Attention
CUST01058,65,14,23617.510000000002,4,4,3,443,Loyal Customers
CUST01059,277,8,15857.240000000002,3,3,2,332,Need Attention
CUST01060,429,4,90561.16,2,2,4,224,Hibernating
CUST01061,619,2,2559.8,1,1,1,111,Lost
CUST01062,711,2,6044.08,1,1,1,111,Lost
CUST01063,531,4,3801.7799999999997,1,2,1,121,Lost
CUST01064,113,13,50278.67,4,4,4,444,Champions
CUST01065,112,17,142027.35,4,4,5,445,Champions
CUST01066,358,7,16988.16,2,3,2,232,Hibernating
CUST01067,77,13,74681.44,4,4,4,444,Champions
CUST01068,28,22,121791.93,4,5,5,455,Champions
CUST01069,46,15,322419.05,4,4,5,445,Champions
CUST01070,67,11,135931.30000000002,4,4,5,445,Champions
CUST01071,93,17,119368.37,4,4,5,445,Champions
CUST01072,38,12,89112.53,4,4,4,444,Champions
CUST01073,4,53,208327.71,5,5,5,555,Champions
CUST01074,5,53,481671.22,5,5,5,555,Champions
CUST01075,382,5,17919.01,2,2,2,222,Hibernating
CUST01076,84,14,23670.81,4,4,3,443,Loyal Customers
CUST01077,128,16,345278.94,4,4,5,445,Champions
CUST01078,322,7,23093.77,3,3,2,332,Need Attention
CUST01079,4,9,68054.42,5,3,4,534,Loyal Customers
CUST01080,626,1,1120.4,1,1,1,111,Lost
CUST01081,597,5,19707.100000000002,1,2,2,122,Lost
CUST01082,18,41,249375.38,4,5,5,455,Champions
CUST01083,81,10,28778.87,4,3,3,433,Loyal Customers
CUST01084,393,2,16910.23,2,1,2,212,Hibernating
CUST01085,624,1,5844.51,1,1,1,111,Lost
CUST01086,18,14,44502.06,4,4,3,443,Loyal Customers
CUST01087,477,5,57589.6,2,2,4,224,Hibernating
CUST01088,3,32,309471.02,5,5,5,555,Champions
CUST01089,527,1,565.86,1,1,1,111,Lost
CUST01090,28,11,17104.2,4,4,2,442,Need Attention
CUST01091,414,3,13043.77,2,1,2,212,Hibernating
CUST01092,484,4,10106.03,1,2,2,122,Lost
CUST01093,612,4,5509.610000000001,1,2,1,121,Lost
CUST01094,271,8,20609.55,3,3,2,332,Need Attention
CUST01095,28,9,73913.81999999999,4,3,4,434,Loyal Customers
CUST01096,5,32,182054.88999999998,5,5,5,555,Champions
CUST01097,49,12,100540.94,4,4,4,444,Champions
CUST01098,2,28,225070.08,5,5,5,555,Champions
CUST01099,262,2,4886.299999999999,3,1,1,311,Hibernating
CUST01100,77,10,32484.679999999997,4,3,3,433,Loyal Customers
CUST01101,7,21,148589.28999999998,5,5,5,555,Champions
CUST01102,357,1,2102.47,2,1,1,211,Hibernating
CUST01103,622,1,2299.99,1,1,1,111,Lost
CUST01104,557,1,2504.52,1,1,1,111,Lost
CUST01105,421,1,2835.28,2,1,1,211,Hibernating
CUST01106,1,34,322214.52,5,5,5,555,Champions
CUST01107,154,12,30823.04,3,4,3,343,Loyal Customers
CUST01108,478,3,2748.73,2,1,1,211,Hibernating
CUST01109,423,7,71696.55,2,3,4,234,Hibernating
CUST01110,26,11,38591.79,4,4,3,443,Loyal Customers
CUST01111,635,2,6615.540000000001,1,1,1,111,Lost
CUST01112,108,11,15706.0,4,4,2,442,Need Attention
CUST01113,138,13,42697.0,3,4,3,343,Loyal Customers
CUST01114,382,4,23198.280000000002,2,2,3,223,Hibernating
CUST01115,390,3,3683.99,2,1,1,211,Hibernating
CUST01116,512,4,84673.26,1,2,4,124,Lost
CUST01117,13,13,52984.469999999994,5,4,4,544,Champions
CUST01118,460,1,3305.91,2,1,1,211,Hibernating
CUST01119,124,14,145615.87999999998,4,4,5,445,Champions
CUST01120,13,31,382621.77,5,5,5,555,Champions
CUST01121,602,2,3611.5599999999995,1,1,1,111,Lost
CUST01122,204,5,23035.86,3,2,2,322,Need Attention
CUST01123,375,1,957.64,2,1,1,211,Hibernating
CUST01124,646,3,23099.699999999997,1,1,3,113,Lost
CUST01125,620,3,26410.62,1,1,3,113,Lost
CUST01126,393,6,19972.68,2,2,2,222,Hibernating
CUST01127,28,25,188643.3,4,5,5,455,Champions
CUST01128,94,8,93285.26000000001,4,3,4,434,Loyal Customers
CUST01129,8,8,42174.479999999996,5,3,3,533,Loyal Customers
CUST01130,349,9,103134.11,3,3,4,334,Loyal Customers
CUST01131,375,7,9606.21,2,3,2,232,Hibernating
CUST01132,4,14,41807.18,5,4,3,543,Loyal Customers
CUST01133,5,17,100180.56,5,4,4,544,Champions
CUST01134,101,12,182340.47,4,4,5,445,Champions
CUST01135,599,5,10586.51,1,2,2,122,Lost
CUST01136,4,20,63392.63,5,5,4,554,Champions
CUST01137,670,2,977.66,1,1,1,111,Lost
CUST01138,276,13,268411.06,3,4,5,345,Loyal Customers
CUST01139,489,13,78590.42,1,4,4,144,At Risk
CUST01140,212,3,4017.5299999999997,3,1,1,311,Hibernating
CUST01141,683,2,4460.49,1,1,1,111,Lost
CUST01142,59,5,37422.659999999996,4,2,3,423,New Customers
CUST01143,402,2,2067.9,2,1,1,211,Hibernating
CUST01144,212,5,59152.240000000005,3,2,4,324,Need Attention
CUST01145,281,14,200856.54,3,4,5,345,Loyal Customers
CUST01146,590,5,340655.97,1,2,5,125,Lost
CUST01147,349,5,7409.51,3,2,1,321,Hibernating
CUST01148,605,7,25252.39,1,3,3,133,Hibernating
CUST01149,481,1,329.52,2,1,1,211,Hibernating
CUST01150,473,1,1435.46,2,1,1,211,Hibernating
CUST01151,413,4,78195.18,2,2,4,224,Hibernating
CUST01152,344,1,2646.94,3,1,1,311,Hibernating
CUST01153,462,6,48361.94,2,2,3,223,Hibernating
CUST01154,556,5,18081.449999999997,1,2,2,122,Lost
CUST01155,535,3,11715.45,1,1,2,112,Lost
CUST01156,451,6,31105.1,2,2,3,223,Hibernating
CUST01157,11,23,70447.79000000001,5,5,4,554,Champions
CUST01158,694,1,2194.53,1,1,1,111,Lost
CUST01159,663,2,2784.1,1,1,1,111,Lost
CUST01160,1,61,515511.41,5,5,5,555,Champions
CUST01161,664,2,12165.150000000001,1,1,2,112,Lost
CUST01162,24,27,81797.09999999999,4,5,4,454,Champions
CUST01163,147,12,145673.95,3,4,5,345,Loyal Customers
CUST01164,375,7,137081.16,2,3,5,235,Hibernating
CUST01165,3,28,232718.42,5,5,5,555,Champions
CUST01166,486,1,3154.7,1,1,1,111,Lost
CUST01167,687,3,17264.57,1,1,2,112,Lost
CUST01168,183,8,46555.72,3,3,3,333,Loyal Customers
CUST01169,1,57,256432.21,5,5,5,555,Champions
CUST01170,159,9,171688.32,3,3,5,335,Loyal Customers
CUST01171,417,7,17991.52,2,3,2,232,Hibernating
CUST01172,565,1,1625.71,1,1,1,111,Lost
CUST01173,589,3,23156.11,1,1,3,113,Lost
CUST01174,58,20,114425.97,4,5,4,454,Champions
CUST01175,249,9,21193.88,3,3,2,332,Need Attention
CUST01176,372,6,11802.49,2,2,2,222,Hibernating
CUST01177,261,6,13529.369999999999,3,2,2,322,Need Attention
CUST01178,13,30,137531.29,5,5,5,555,Champions
CUST01179,532,6,16719.49,1,2,2,122,Lost
CUST01180,192,7,22473.93,3,3,2,332,Need Attention
CUST01181,406,2,11868.19,2,1,2,212,Hibernating
CUST01182,19,20,283366.75,4,5,5,455,Champions
CUST01183,418,4,56834.42,2,2,4,224,Hibernating
CUST01184,688,1,582.04,1,1,1,111,Lost
CUST01185,9,27,289395.67,5,5,5,555,Champions
CUST01186,384,3,5271.99,2,1,1,211,Hibernating
CUST01187,340,5,20531.65,3,2,2,322,Need Attention
CUST01188,5,21,161220.75,5,5,5,555,Champions
CUST01189,11,18,59229.18,5,5,4,554,Champions
CUST01190,197,2,6802.900000000001,3,1,1,311,Hibernating
CUST01191,1,28,280682.99,5,5,5,555,Champions
CUST01192,439,2,8061.96,2,1,2,212,Hibernating
CUST01193,58,7,34511.25,4,3,3,433,Loyal Customers
CUST01194,407,7,127913.88,2,3,5,235,Hibernating
CUST01195,1,31,268469.7,5,5,5,555,Champions
CUST01196,461,1,1045.76,2,1,1,211,Hibernating
CUST01197,441,1,2770.77,2,1,1,211,Hibernating
CUST01198,252,2,5303.24,3,1,1,311,Hibernating
CUST01199,184,6,41771.62,3,2,3,323,Need Attention
CUST01200,19,19,82366.3,4,5,4,454,Champions
CUST01201,395,3,7513.74,2,1,1,211,Hibernating
CUST01202,11,45,309281.25,5,5,5,555,Champions
CUST01203,2,45,455467.83,5,5,5,555,Champions
CUST01204,44,11,24541.11,4,4,3,443,Loyal Customers
CUST01205,58,11,80223.48999999999,4,4,4,444,Champions
CUST01206,397,5,279707.74000000005,2,2,5,225,Hibernating
CUST01207,255,4,16742.61,3,2,2,322,Need Attention
CUST01208,63,6,31076.370000000003,4,2,3,423,New Customers
CUST01209,91,10,14217.1,4,3,2,432,Need Attention
CUST01210,638,1,1954.06,1,1,1,111,Lost
CUST01211,97,8,253355.04,4,3,5,435,Loyal Customers
CUST01212,123,18,148435.5,4,5,5,455,Champions
CUST01213,7,15,42505.18,5,4,3,543,Loyal Customers
CUST01214,367,6,147408.36,2,2,5,225,Hibernating
CUST01215,435,6,18658.45,2,2,2,222,Hibernating
CUST01216,29,12,35104.16,4,4,3,443,Loyal Customers
CUST01217,11,20,480401.61,5,5,5,555,Champions
CUST01218,469,4,6605.4400000000005,2,2,1,221,Hibernating
CUST01219,589,6,17096.72,1,2,2,122,Lost
CUST01220,173,12,200345.77000000002,3,4,5,345,Loyal Customers
CUST01221,417,2,26281.199999999997,2,1,3,213,Hibernating
CUST01222,2,24,179259.13,5,5,5,555,Champions
CUST01223,91,11,16043.810000000001,4,4,2,442,Need Attention
CUST01224,613,2,26090.36,1,1,3,113,Lost
CUST01225,233,5,26722.23,3,2,3,323,Need Attention
CUST01226,411,5,5047.07,2,2,1,221,Hibernating
CUST01227,97,14,49631.99,4,4,4,444,Champions
CUST01228,45,11,61669.689999999995,4,4,4,444,Champions
CUST01229,562,2,10281.3,1,1,2,112,Lost
CUST01230,41,12,47361.65,4,4,3,443,Loyal Customers
CUST01231,446,3,6988.77,2,1,1,211,Hibernating
CUST01232,79,6,24834.219999999998,4,2,3,423,New Customers
CUST01233,2,11,85640.74,5,4,4,544,Champions
CUST01234,2,48,213158.99,5,5,5,555,Champions
CUST01235,435,6,64083.520000000004,2,2,4,224,Hibernating
CUST01236,70,16,91741.56999999999,4,4,4,444,Champions
CUST01237,400,2,6810.15,2,1,1,211,Hibernating
CUST01238,7,9,18345.69,5,3,2,532,Need Attention
CUST01239,678,2,5639.09,1,1,1,111,Lost
CUST01240,5,29,183390.06999999998,5,5,5,555,Champions
CUST01241,667,3,6038.71,1,1,1,111,Lost
CUST01242,310,12,135128.38,3,4,5,345,Loyal Customers
CUST01243,383,6,23291.550000000003,2,2,3,223,Hibernating
CUST01244,554,1,627.4,1,1,1,111,Lost
CUST01245,450,5,8717.83,2,2,2,222,Hibernating
CUST01246,294,3,34936.35,3,1,3,313,Hibernating
CUST01247,25,14,38367.77,4,4,3,443,Loyal Customers
CUST01248,2,43,206110.07,5,5,5,555,Champions
CUST01249,410,2,4867.84,2,1,1,211,Hibernating
CUST01250,395,4,27465.31,2,2,3,223,Hibernating
CUST01251,292,3,3402.52,3,1,1,311,Hibernating
CUST01252,28,14,53675.32,4,4,4,444,Champions
CUST01253,8,26,166233.66999999998,5,5,5,555,Champions
CUST01254,7,23,86841.04000000001,5,5,4,554,Champions
CUST01255,347,10,38181.41,3,3,3,333,Loyal Customers
CUST01256,56,16,56442.44,4,4,4,444,Champions
CUST01257,70,15,44053.35,4,4,3,443,Loyal Customers
CUST01258,118,12,23746.57,4,4,3,443,Loyal Customers
CUST01259,2,21,127149.12,5,5,5,555,Champions
CUST01260,373,2,1697.48,2,1,1,211,Hibernating
CUST01261,252,16,78924.41,3,4,4,344,Loyal Customers
CUST01262,196,9,38890.64,3,3,3,333,Loyal Customers
CUST01263,305,9,28295.91,3,3,3,333,Loyal Customers
CUST01264,182,10,55809.03,3,3,4,334,Loyal Customers
CUST01265,1,35,200028.06,5,5,5,555,Champions
CUST01266,4,28,210713.74,5,5,5,555,Champions
CUST01267,285,6,9975.060000000001,3,2,2,322,Need Attention
CUST01268,141,16,50931.87,3,4,4,344,Loyal Customers
CUST01269,461,5,15982.59,2,2,2,222,Hibernating
CUST01270,48,10,45192.4,4,3,3,433,Loyal Customers
CUST01271,620,4,19363.04,1,2,2,122,Lost
CUST01272,521,1,170.87,1,1,1,111,Lost
CUST01273,535,7,40383.76,1,3,3,133,Hibernating
CUST01274,1,61,195758.75,5,5,5,555,Champions
CUST01275,171,11,42817.77,3,4,3,343,Loyal Customers
CUST01276,7,13,31094.07,5,4,3,543,Loyal Customers
CUST01277,130,15,61954.06,4,4,4,444,Champions
CUST01278,600,1,265.03,1,1,1,111,Lost
CUST01279,4,27,80129.38,5,5,4,554,Champions
CUST01280,6,10,69631.20999999999,5,3,4,534,Loyal Customers
CUST01281,216,4,21390.73,3,2,2,322,Need Attention
CUST01282,328,12,55166.689999999995,3,4,4,344,Loyal Customers
CUST01283,302,3,34148.62,3,1,3,313,Hibernating
CUST01284,4,59,280244.07,5,5,5,555,Champions
CUST01285,86,16,104257.85,4,4,4,444,Champions
CUST01286,561,3,47489.229999999996,1,1,3,113,Lost
CUST01287,26,11,196868.73,4,4,5,445,Champions
CUST01288,13,8,21026.54,5,3,2,532,Need Attention
CUST01289,7,47,450459.78,5,5,5,555,Champions
CUST01290,19,17,189437.11000000002,4,4,5,445,Champions
CUST01291,55,9,61674.12,4,3,4,434,Loyal Customers
CUST01292,5,36,198339.28,5,5,5,555,Champions
CUST01293,606,4,37020.1,1,2,3,123,Lost
CUST01294,464,5,18030.89,2,2,2,222,Hibernating
CUST01295,503,2,4634.23,1,1,1,111,Lost
CUST01296,37,9,33811.88,4,3,3,433,Loyal Customers
CUST01297,5,22,145824.24,5,5,5,555,Champions
CUST01298,17,17,82012.78,4,4,4,444,Champions
CUST01299,341,3,6656.13,3,1,1,311,Hibernating
CUST01300,540,5,10982.92,1,2,2,122,Lost
CUST01301,2,31,257345.86,5,5,5,555,Champions
CUST01302,463,1,1055.65,2,1,1,211,Hibernating
CUST01303,1,10,27707.079999999998,5,3,3,533,Loyal Customers
CUST01304,425,7,64890.22,2,3,4,234,Hibernating
CUST01305,593,3,56995.55,1,1,4,114,Lost
CUST01306,705,1,364.08,1,1,1,111,Lost
CUST01307,430,6,9863.27,2,2,2,222,Hibernating
CUST01308,455,4,86548.8,2,2,4,224,Hibernating
CUST01309,101,9,33801.85,4,3,3,433,Loyal Customers
CUST01310,589,2,75227.41,1,1,4,114,Lost
CUST01311,12,29,244003.0,5,5,5,555,Champions
CUST01312,516,1,3337.32,1,1,1,111,Lost
CUST01313,541,3,28697.08,1,1,3,113,Lost
CUST01314,622,2,1520.16,1,1,1,111,Lost
CUST01315,218,12,28995.05,3,4,3,343,Loyal Customers
CUST01316,279,4,90975.75,3,2,4,324,Need Attention
CUST01317,534,7,117830.53,1,3,5,135,Hibernating
CUST01318,457,3,21681.190000000002,2,1,2,212,Hibernating
CUST01319,3,33,162602.29,5,5,5,555,Champions
CUST01320,6,20,119386.57999999999,5,5,5,555,Champions
CUST01321,37,12,26941.77,4,4,3,443,Loyal Customers
CUST01322,1,17,41206.27,5,4,3,543,Loyal Customers
CUST01323,687,2,37825.64,1,1,3,113,Lost
CUST01324,74,7,15608.949999999999,4,3,2,432,Need Attention
CUST01325,409,1,42868.85,2,1,3,213,Hibernating
CUST01326,145,12,58764.380000000005,3,4,4,344,Loyal Customers
CUST01327,10,27,138900.41,5,5,5,555,Champions
CUST01328,419,5,14824.14,2,2,2,222,Hibernating
CUST01329,518,4,5635.15,1,2,1,121,Lost
CUST01330,212,13,34804.32,3,4,3,343,Loyal Customers
CUST01331,471,5,24434.58,2,2,3,223,Hibernating
CUST01332,226,9,24293.1,3,3,3,333,Loyal Customers
CUST01333,124,9,46386.94,4,3,3,433,Loyal Customers
CUST01334,490,3,5315.5199999999995,1,1,1,111,Lost
CUST01335,660,2,5749.67,1,1,1,111,Lost
CUST01336,609,4,8010.49,1,2,2,122,Lost
CUST01337,27,26,78222.71,4,5,4,454,Champions
CUST01338,380,8,26103.92,2,3,3,233,Hibernating
CUST01339,16,28,144067.81,4,5,5,455,Champions
CUST01340,7,52,235214.38999999998,5,5,5,555,Champions
CUST01341,1,7,42053.0,5,3,3,533,Loyal Customers
CUST01342,502,13,24739.94,1,4,3,143,Churned Best Customers
CUST01343,537,1,905.85,1,1,1,111,Lost
CUST01344,537,8,10948.28,1,3,2,132,Hibernating
CUST01345,282,4,12861.81,3,2,2,322,Need Attention
CUST01346,36,15,94964.54000000001,4,4,4,444,Champions
CUST01347,257,10,18076.49,3,3,2,332,Need Attention
CUST01348,69,17,49447.04,4,4,4,444,Champions
CUST01349,412,3,10160.14,2,1,2,212,Hibernating
CUST01350,5,56,463952.93,5,5,5,555,Champions
CUST01351,715,3,8797.11,1,1,2,112,Lost
CUST01352,354,7,58478.99,3,3,4,334,Loyal Customers
CUST01353,29,9,28237.95,4,3,3,433,Loyal Customers
CUST01354,437,3,19188.329999999998,2,1,2,212,Hibernating
CUST01355,4,12,86445.37,5,4,4,544,Champions
CUST01356,650,1,2654.1,1,1,1,111,Lost
CUST01357,428,4,13493.86,2,2,2,222,Hibernating
CUST01358,90,14,154076.00999999998,4,4,5,445,Champions
CUST01359,80,14,30724.11,4,4,3,443,Loyal Customers
CUST01360,479,6,14220.51,2,2,2,222,Hibernating
CUST01361,560,3,43215.38,1,1,3,113,Lost
CUST01362,158,8,12314.18,3,3,2,332,Need Attention
CUST01363,516,8,18475.72,1,3,2,132,Hibernating
CUST01364,421,4,9635.13,2,2,2,222,Hibernating
CUST01365,307,4,13802.75,3,2,2,322,Need Attention
CUST01366,2,21,217844.46,5,5,5,555,Champions
CUST01367,189,7,15903.25,3,3,2,332,Need Attention
CUST01368,524,1,203.76,1,1,1,111,Lost
CUST01369,5,24,100536.71,5,5,4,554,Champions
CUST01370,344,7,10002.73,3,3,2,332,Need Attention
CUST01371,561,2,17021.97,1,1,2,112,Lost
CUST01372,5,26,84675.09,5,5,4,554,Champions
CUST01373,428,2,25834.24,2,1,3,213,Hibernating
CUST01374,361,6,94956.23000000001,2,2,4,224,Hibernating
CUST01375,108,12,137470.63,4,4,5,445,Champions
CUST01376,469,2,10945.11,2,1,2,212,Hibernating
CUST01377,23,14,47537.01,4,4,3,443,Loyal Customers
CUST01378,230,10,42814.17,3,3,3,333,Loyal Customers
CUST01379,98,8,21956.13,4,3,2,432,Need Attention
CUST01380,454,3,4714.04,2,1,1,211,Hibernating
CUST01381,2,27,76454.69,5,5,4,554,Champions
CUST01382,193,13,87668.0,3,4,4,344,Loyal Customers
CUST01383,568,1,252.03,1,1,1,111,Lost
CUST01384,150,8,27159.72,3,3,3,333,Loyal Customers
CUST01385,239,4,13531.89,3,2,2,322,Need Attention
CUST01386,177,19,75796.75,3,5,4,354,Loyal Customers
CUST01387,209,6,21375.4,3,2,2,322,Need Attention
CUST01388,9,17,129694.24,5,4,5,545,Champions
CUST01389,551,4,9678.05,1,2,2,122,Lost
CUST01390,167,12,39652.53,3,4,3,343,Loyal Customers
CUST01391,160,17,170612.26,3,4,5,345,Loyal Customers
CUST01392,11,24,192677.77,5,5,5,555,Champions
CUST01393,1,28,167864.93,5,5,5,555,Champions
CUST01394,546,5,28144.82,1,2,3,123,Lost
CUST01395,125,20,212385.94,4,5,5,455,Champions
CUST01396,597,1,3628.47,1,1,1,111,Lost
CUST01397,142,17,57107.1,3,4,4,344,Loyal Customers
CUST01398,35,16,186502.34,4,4,5,445,Champions
CUST01399,607,3,7448.17,1,1,1,111,Lost
CUST01400,706,7,7380.44,1,3,1,131,Hibernating
CUST01401,6,33,212587.47,5,5,5,555,Champions
CUST01402,8,30,322496.47,5,5,5,555,Champions
CUST01403,1,42,167900.82,5,5,5,555,Champions
CUST01404,291,3,6058.5,3,1,1,311,Hibernating
CUST01405,387,4,14624.710000000001,2,2,2,222,Hibernating
CUST01406,5,12,196201.16999999998,5,4,5,545,Champions
CUST01407,572,3,8410.03,1,1,2,112,Lost
CUST01408,632,2,5118.28,1,1,1,111,Lost
CUST01409,500,7,94708.99,1,3,4,134,Hibernating
CUST01410,398,2,3185.74,2,1,1,211,Hibernating
CUST01411,30,17,55440.96,4,4,4,444,Champions
CUST01412,3,23,67253.14,5,5,4,554,Champions
CUST01413,128,16,35997.979999999996,4,4,3,443,Loyal Customers
CUST01414,5,17,50110.49,5,4,4,544,Champions
CUST01415,440,4,12819.439999999999,2,2,2,222,Hibernating
CUST01416,543,2,11312.31,1,1,2,112,Lost
CUST01417,8,55,329719.26,5,5,5,555,Champions
CUST01418,1,28,222617.42,5,5,5,555,Champions
CUST01419,11,15,38754.94,5,4,3,543,Loyal Customers
CUST01420,448,1,608.71,2,1,1,211,Hibernating
CUST01421,80,16,52557.33,4,4,4,444,Champions
CUST01422,428,6,29109.32,2,2,3,223,Hibernating
CUST01423,3,38,128225.45999999999,5,5,5,555,Champions
CUST01424,3,23,85943.43000000001,5,5,4,554,Champions
CUST01425,379,2,77598.69,2,1,4,214,Hibernating
CUST01426,722,3,38853.56,1,1,3,113,Lost
CUST01427,4,56,207253.63,5,5,5,555,Champions
CUST01428,446,2,27589.96,2,1,3,213,Hibernating
CUST01429,445,6,7254.030000000001,2,2,1,221,Hibernating
CUST01430,606,1,6005.45,1,1,1,111,Lost
CUST01431,66,7,14020.1,4,3,2,432,Need Attention
CUST01432,604,7,122691.12,1,3,5,135,Hibernating
CUST01433,159,11,38489.0,3,4,3,343,Loyal Customers
CUST01434,489,7,17146.25,1,3,2,132,Hibernating
CUST01435,1,20,94896.4,5,5,4,554,Champions
CUST01436,5,40,216352.85,5,5,5,555,Champions
CUST01437,252,7,36004.5,3,3,3,333,Loyal Customers
CUST01438,368,9,43992.700000000004,2,3,3,233,Hibernating
CUST01439,129,14,119246.91,4,4,5,445,Champions
CUST01440,239,6,43044.04,3,2,3,323,Need Attention
CUST01441,636,3,4398.63,1,1,1,111,Lost
