CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,City,State,Country
CUST00645,4,22,92557.39,5,5,4,554,Champions,Chandigarh,Punjab,India
CUST00646,390,2,9697.0,2,1,2,212,Hibernating,Durgapur,West Bengal,India
CUST00647,499,6,16245.84,1,2,2,122,Lost,Kochi,Kerala,India
CUST00648,622,4,3928.69,1,2,1,121,Lost,Delhi,Delhi,India
CUST00649,482,4,11481.34,2,2,2,222,Hibernating,Mangalore,Karnataka,India
CUST00650,7,12,30442.85,5,4,3,543,Loyal Customers,Thane,Maharashtra,India
CUST00651,5,43,151625.47,5,5,5,555,Champions,Ahmedabad,Gujarat,India
CUST00652,192,6,26118.700000000004,3,2,3,323,Need Attention,Pune,Maharashtra,India
CUST00653,415,2,3938.9400000000005,2,1,1,211,Hibernating,Nashik,Maharashtra,India
CUST00654,473,9,108222.83,2,3,4,234,Hibernating,New Delhi,Delhi,India
CUST00655,183,9,15674.73,3,3,2,332,Need Attention,Nagpur,Maharashtra,India
CUST00656,1,25,172812.84,5,5,5,555,Champions,Mangalore,Karnataka,India
CUST00657,17,9,51761.5,4,3,4,434,Loyal Customers,Bikaner,Rajasthan,India
CUST00658,141,8,84230.76,3,3,4,334,Loyal Customers,Kozhikode,Kerala,India
CUST00659,435,6,75123.13,2,2,4,224,Hibernating,Thiruvananthapuram,Kerala,India
CUST00660,276,7,74156.70999999999,3,3,4,334,Loyal Customers,Varanasi,Uttar Pradesh,India
CUST00661,53,10,33778.159999999996,4,3,3,433,Loyal Customers,Gurgaon,Haryana,India
CUST00662,630,2,244845.9,1,1,5,115,Lost,Rajkot,Gujarat,India
CUST00663,568,5,12668.269999999999,1,2,2,122,Lost,Varanasi,Uttar Pradesh,India
CUST00664,2,12,59872.46,5,4,4,544,Champions,Udaipur,Rajasthan,India
CUST00665,1,29,115811.59,5,5,4,554,Champions,Chennai,Tamil Nadu,India
CUST00666,3,20,197080.74,5,5,5,555,Champions,Hyderabad,Telangana,India
CUST00667,24,13,28981.09,4,4,3,443,Loyal Customers,New Delhi,Delhi,India
CUST00668,1,24,220734.75,5,5,5,555,Champions,Jaipur,Rajasthan,India
CUST00669,11,24,227456.26,5,5,5,555,Champions,Nashik,Maharashtra,India
CUST00670,248,5,21721.18,3,2,2,322,Need Attention,Kanpur,Uttar Pradesh,India
CUST00671,10,29,81136.75,5,5,4,554,Champions,Agra,Uttar Pradesh,India
CUST00672,674,1,1625.62,1,1,1,111,Lost,Amritsar,Punjab,India
CUST00673,18,24,116029.16,4,5,4,454,Champions,Thiruvananthapuram,Kerala,India
CUST00674,469,4,12695.97,2,2,2,222,Hibernating,Mysuru,Karnataka,India
CUST00675,139,11,32096.75,3,4,3,343,Loyal Customers,Ahmedabad,Gujarat,India
CUST00676,642,4,13293.259999999998,1,2,2,122,Lost,Gurgaon,Haryana,India
CUST00677,8,22,49020.159999999996,5,5,4,554,Champions,Jaipur,Rajasthan,India
CUST00678,262,10,40828.61,3,3,3,333,Loyal Customers,Thiruvananthapuram,Kerala,India
CUST00679,446,3,87300.19,2,1,4,214,Hibernating,Faridabad,Haryana,India
CUST00680,408,5,39397.850000000006,2,2,3,223,Hibernating,Rajkot,Gujarat,India
CUST00681,594,2,12153.76,1,1,2,112,Lost,Jodhpur,Rajasthan,India
CUST00682,3,10,21886.99,5,3,2,532,Need Attention,Gurgaon,Haryana,India
CUST00683,7,17,113753.6,5,4,4,544,Champions,Varanasi,Uttar Pradesh,India
CUST00684,400,3,5582.37,2,1,1,211,Hibernating,Kanpur,Uttar Pradesh,India
CUST00685,480,5,26045.25,2,2,3,223,Hibernating,Surat,Gujarat,India
CUST00686,538,6,23824.42,1,2,3,123,Lost,Delhi,Delhi,India
CUST00687,511,6,15014.900000000001,1,2,2,122,Lost,Kanpur,Uttar Pradesh,India
CUST00688,257,9,56630.619999999995,3,3,4,334,Loyal Customers,Hyderabad,Telangana,India
CUST00689,434,4,4569.78,2,2,1,221,Hibernating,Chandigarh,Punjab,India
CUST00690,11,22,113071.43,5,5,4,554,Champions,Jodhpur,Rajasthan,India
CUST00691,201,15,63240.49,3,4,4,344,Loyal Customers,Pune,Maharashtra,India
CUST00692,20,6,12150.619999999999,4,2,2,422,New Customers,Delhi,Delhi,India
CUST00693,555,7,39394.91,1,3,3,133,Hibernating,Chandigarh,Punjab,India
CUST00694,9,9,39135.79,5,3,3,533,Loyal Customers,Madurai,Tamil Nadu,India
CUST00695,1,37,205541.53,5,5,5,555,Champions,Udaipur,Rajasthan,India
CUST00696,576,4,8916.130000000001,1,2,2,122,Lost,Durgapur,West Bengal,India
CUST00697,71,11,57210.08,4,4,4,444,Champions,Delhi,Delhi,India
CUST00698,486,4,69456.92,1,2,4,124,Lost,Howrah,West Bengal,India
CUST00699,10,31,88508.44,5,5,4,554,Champions,Ludhiana,Punjab,India
CUST00700,87,8,75482.77,4,3,4,434,Loyal Customers,Rajkot,Gujarat,India
CUST00701,199,4,432612.13,3,2,5,325,Need Attention,Madurai,Tamil Nadu,India
CUST00702,17,22,127854.23,4,5,5,455,Champions,Ludhiana,Punjab,India
CUST00703,118,10,28868.28,4,3,3,433,Loyal Customers,Kozhikode,Kerala,India
CUST00704,11,32,368003.51,5,5,5,555,Champions,Bikaner,Rajasthan,India
CUST00705,16,21,56742.39,4,5,4,454,Champions,Faridabad,Haryana,India
CUST00706,461,2,1487.1299999999999,2,1,1,211,Hibernating,Panipat,Haryana,India
CUST00707,150,14,42980.76,3,4,3,343,Loyal Customers,Lucknow,Uttar Pradesh,India
CUST00708,641,4,97162.74,1,2,4,124,Lost,New Delhi,Delhi,India
CUST00709,22,9,35476.93,4,3,3,433,Loyal Customers,Mysuru,Karnataka,India
CUST00710,282,5,198155.44,3,2,5,325,Need Attention,Bengaluru,Karnataka,India
CUST00711,266,2,2214.7599999999998,3,1,1,311,Hibernating,Udaipur,Rajasthan,India
CUST00712,561,7,18542.73,1,3,2,132,Hibernating,Kozhikode,Kerala,India
CUST00713,47,11,33702.92,4,4,3,443,Loyal Customers,Thiruvananthapuram,Kerala,India
CUST00714,43,5,236176.2,4,2,5,425,New Customers,Noida,Uttar Pradesh,India
CUST00715,16,13,48615.51,4,4,3,443,Loyal Customers,Thane,Maharashtra,India
CUST00716,588,1,36312.65,1,1,3,113,Lost,Ahmedabad,Gujarat,India
CUST00717,414,2,6069.3099999999995,2,1,1,211,Hibernating,Thiruvananthapuram,Kerala,India
CUST00718,507,1,1471.82,1,1,1,111,Lost,New Delhi,Delhi,India
CUST00719,5,10,36012.5,5,3,3,533,Loyal Customers,Chandigarh,Punjab,India
CUST00720,398,4,10850.09,2,2,2,222,Hibernating,Rajkot,Gujarat,India
CUST00721,481,3,14541.25,2,1,2,212,Hibernating,Warangal,Telangana,India
CUST00722,1,21,183163.82,5,5,5,555,Champions,Gurgaon,Haryana,India
CUST00723,2,17,49927.159999999996,5,4,4,544,Champions,New Delhi,Delhi,India
CUST00724,430,6,17796.760000000002,2,2,2,222,Hibernating,Warangal,Telangana,India
CUST00725,535,5,15944.23,1,2,2,122,Lost,Mumbai,Maharashtra,India
CUST00726,542,3,22262.750000000004,1,1,2,112,Lost,Bikaner,Rajasthan,India
CUST00727,12,22,88451.67,5,5,4,554,Champions,New Delhi,Delhi,India
CUST00728,464,4,8518.86,2,2,2,222,Hibernating,Panipat,Haryana,India
CUST00729,79,11,240485.97,4,4,5,445,Champions,Mumbai,Maharashtra,India
CUST00730,8,28,99201.01,5,5,4,554,Champions,Chandigarh,Punjab,India
CUST00731,10,21,78817.15,5,5,4,554,Champions,Kolkata,West Bengal,India
CUST00732,486,4,30840.73,1,2,3,123,Lost,Mangalore,Karnataka,India
CUST00733,515,4,11038.56,1,2,2,122,Lost,Mysuru,Karnataka,India
CUST00734,396,6,20144.89,2,2,2,222,Hibernating,Kozhikode,Kerala,India
CUST00735,96,10,25119.94,4,3,3,433,Loyal Customers,Gurgaon,Haryana,India
CUST00736,715,2,153276.13,1,1,5,115,Lost,Faridabad,Haryana,India
CUST00737,67,11,36345.49,4,4,3,443,Loyal Customers,Hyderabad,Telangana,India
CUST00738,625,4,10552.710000000001,1,2,2,122,Lost,Chandigarh,Punjab,India
CUST00739,154,16,64359.24,3,4,4,344,Loyal Customers,Kolkata,West Bengal,India
CUST00740,186,5,30418.78,3,2,3,323,Need Attention,Jodhpur,Rajasthan,India
CUST00741,521,8,10212.05,1,3,2,132,Hibernating,Warangal,Telangana,India
CUST00742,62,15,32412.96,4,4,3,443,Loyal Customers,Chandigarh,Punjab,India
CUST00743,400,9,40531.020000000004,2,3,3,233,Hibernating,Amritsar,Punjab,India
CUST00744,435,2,2731.55,2,1,1,211,Hibernating,New Delhi,Delhi,India
CUST00745,52,17,59084.25,4,4,4,444,Champions,Hyderabad,Telangana,India
CUST00746,713,2,3361.8,1,1,1,111,Lost,Kolkata,West Bengal,India
CUST00747,207,6,22364.97,3,2,2,322,Need Attention,Rajkot,Gujarat,India
CUST00748,462,9,139825.45,2,3,5,235,Hibernating,New Delhi,Delhi,India
CUST00749,676,1,184.68,1,1,1,111,Lost,Warangal,Telangana,India
CUST00750,655,5,13387.45,1,2,2,122,Lost,Varanasi,Uttar Pradesh,India
CUST00751,5,30,91712.17,5,5,4,554,Champions,Delhi,Delhi,India
CUST00752,631,1,610.36,1,1,1,111,Lost,Chandigarh,Punjab,India
CUST00753,260,8,41217.53,3,3,3,333,Loyal Customers,Nagpur,Maharashtra,India
CUST00754,332,6,9795.64,3,2,2,322,Need Attention,New Delhi,Delhi,India
CUST00755,22,37,238396.9,4,5,5,455,Champions,Mangalore,Karnataka,India
CUST00756,360,5,48338.1,2,2,3,223,Hibernating,Vadodara,Gujarat,India
CUST00757,202,3,13426.949999999999,3,1,2,312,Hibernating,Bengaluru,Karnataka,India
CUST00758,400,7,24725.7,2,3,3,233,Hibernating,Rajkot,Gujarat,India
CUST00759,409,3,1989.3899999999999,2,1,1,211,Hibernating,Delhi,Delhi,India
CUST00760,421,4,6209.34,2,2,1,221,Hibernating,Panipat,Haryana,India
CUST00761,2,20,131237.02,5,5,5,555,Champions,Ludhiana,Punjab,India
CUST00762,83,12,343679.45,4,4,5,445,Champions,Hubli,Karnataka,India
CUST00763,333,11,47296.76,3,4,3,343,Loyal Customers,Durgapur,West Bengal,India
CUST00764,432,4,90036.86,2,2,4,224,Hibernating,Udaipur,Rajasthan,India
CUST00765,5,36,396724.02,5,5,5,555,Champions,Ludhiana,Punjab,India
CUST00766,471,7,151964.75,2,3,5,235,Hibernating,Chandigarh,Punjab,India
CUST00767,381,9,15003.78,2,3,2,232,Hibernating,Kolkata,West Bengal,India
CUST00768,686,2,3835.17,1,1,1,111,Lost,Rajkot,Gujarat,India
CUST00769,65,12,60321.880000000005,4,4,4,444,Champions,Howrah,West Bengal,India
CUST00770,288,5,13029.94,3,2,2,322,Need Attention,Kolkata,West Bengal,India
CUST00771,5,32,123954.75,5,5,5,555,Champions,Chandigarh,Punjab,India
CUST00772,205,2,8474.25,3,1,2,312,Hibernating,Lucknow,Uttar Pradesh,India
CUST00773,2,23,41542.3,5,5,3,553,Loyal Customers,Salem,Tamil Nadu,India
CUST00774,94,10,94277.56,4,3,4,434,Loyal Customers,Delhi,Delhi,India
CUST00775,282,5,16259.96,3,2,2,322,Need Attention,Thiruvananthapuram,Kerala,India
CUST00776,9,28,274164.84,5,5,5,555,Champions,Kochi,Kerala,India
CUST00777,21,15,85358.45,4,4,4,444,Champions,Delhi,Delhi,India
CUST00778,372,9,24201.74,2,3,3,233,Hibernating,Amritsar,Punjab,India
CUST00779,383,3,3006.85,2,1,1,211,Hibernating,Faridabad,Haryana,India
CUST00780,417,5,14479.96,2,2,2,222,Hibernating,Durgapur,West Bengal,India
CUST00781,455,4,13872.61,2,2,2,222,Hibernating,Kochi,Kerala,India
CUST00782,553,11,49391.94,1,4,4,144,At Risk,Kozhikode,Kerala,India
CUST00783,48,9,38014.19,4,3,3,433,Loyal Customers,Kozhikode,Kerala,India
CUST00784,166,6,27965.41,3,2,3,323,Need Attention,Kozhikode,Kerala,India
CUST00785,3,24,441213.54000000004,5,5,5,555,Champions,Hyderabad,Telangana,India
CUST00786,601,2,100118.01,1,1,4,114,Lost,Surat,Gujarat,India
CUST00787,401,4,5666.7,2,2,1,221,Hibernating,Noida,Uttar Pradesh,India
CUST00788,232,12,40813.42,3,4,3,343,Loyal Customers,Ludhiana,Punjab,India
CUST00789,168,10,41727.22,3,3,3,333,Loyal Customers,Warangal,Telangana,India
CUST00790,563,3,11025.730000000001,1,1,2,112,Lost,Kanpur,Uttar Pradesh,India
CUST00791,7,13,282515.47,5,4,5,545,Champions,Jaipur,Rajasthan,India
CUST00792,426,4,100991.87999999999,2,2,4,224,Hibernating,New Delhi,Delhi,India
CUST00793,255,7,13667.19,3,3,2,332,Need Attention,Vadodara,Gujarat,India
CUST00794,474,4,8893.029999999999,2,2,2,222,Hibernating,Varanasi,Uttar Pradesh,India
CUST00795,1,41,208579.36,5,5,5,555,Champions,Delhi,Delhi,India
CUST00796,707,3,206421.21000000002,1,1,5,115,Lost,Delhi,Delhi,India
CUST00797,446,4,8057.2699999999995,2,2,2,222,Hibernating,New Delhi,Delhi,India
CUST00798,323,5,320649.99,3,2,5,325,Need Attention,New Delhi,Delhi,India
CUST00799,342,4,5110.7,3,2,1,321,Hibernating,Mysuru,Karnataka,India
CUST00800,600,1,1327.42,1,1,1,111,Lost,Warangal,Telangana,India
CUST00801,184,4,7346.66,3,2,1,321,Hibernating,Kochi,Kerala,India
CUST00802,2,20,253606.42,5,5,5,555,Champions,Thiruvananthapuram,Kerala,India
CUST00803,397,3,25297.760000000002,2,1,3,213,Hibernating,Panipat,Haryana,India
CUST00804,193,4,45738.88,3,2,3,323,Need Attention,Amritsar,Punjab,India
CUST00805,390,13,57437.52,2,4,4,244,At Risk,Gurgaon,Haryana,India
CUST00806,298,5,8030.620000000001,3,2,2,322,Need Attention,Gurgaon,Haryana,India
CUST00807,451,3,7660.22,2,1,1,211,Hibernating,Kanpur,Uttar Pradesh,India
CUST00808,702,4,9381.470000000001,1,2,2,122,Lost,Salem,Tamil Nadu,India
CUST00809,86,8,16168.04,4,3,2,432,Need Attention,Thiruvananthapuram,Kerala,India
CUST00810,15,20,85114.51,4,5,4,454,Champions,Durgapur,West Bengal,India
CUST00811,188,3,4866.78,3,1,1,311,Hibernating,Hyderabad,Telangana,India
CUST00812,525,4,7393.52,1,2,1,121,Lost,Jodhpur,Rajasthan,India
CUST00813,3,22,57196.11,5,5,4,554,Champions,Ludhiana,Punjab,India
CUST00814,567,1,215.17,1,1,1,111,Lost,New Delhi,Delhi,India
CUST00815,460,4,48856.34,2,2,3,223,Hibernating,Hubli,Karnataka,India
CUST00816,239,2,5195.0199999999995,3,1,1,311,Hibernating,Warangal,Telangana,India
CUST00817,287,4,3939.0099999999998,3,2,1,321,Hibernating,Amritsar,Punjab,India
CUST00818,146,11,11596.12,3,4,2,342,Need Attention,Jodhpur,Rajasthan,India
CUST00819,17,20,47670.99,4,5,3,453,Loyal Customers,Udaipur,Rajasthan,India
CUST00820,49,14,39993.65,4,4,3,443,Loyal Customers,Howrah,West Bengal,India
CUST00821,418,1,2888.72,2,1,1,211,Hibernating,Kolkata,West Bengal,India
CUST00822,2,56,317948.4,5,5,5,555,Champions,Salem,Tamil Nadu,India
CUST00823,90,14,161087.89,4,4,5,445,Champions,Thiruvananthapuram,Kerala,India
CUST00824,278,10,108386.53,3,3,4,334,Loyal Customers,Bikaner,Rajasthan,India
CUST00825,244,7,37324.93,3,3,3,333,Loyal Customers,Bengaluru,Karnataka,India
CUST00826,531,3,7430.84,1,1,1,111,Lost,Madurai,Tamil Nadu,India
CUST00827,100,11,64959.89000000001,4,4,4,444,Champions,Madurai,Tamil Nadu,India
CUST00828,70,16,59964.17,4,4,4,444,Champions,Chandigarh,Punjab,India
CUST00829,613,2,5375.04,1,1,1,111,Lost,Lucknow,Uttar Pradesh,India
CUST00830,30,8,19620.65,4,3,2,432,Need Attention,Vadodara,Gujarat,India
CUST00831,6,5,11514.98,5,2,2,522,New Customers,Faridabad,Haryana,India
CUST00832,159,15,38544.52,3,4,3,343,Loyal Customers,Hyderabad,Telangana,India
CUST00833,10,21,90066.65,5,5,4,554,Champions,Nashik,Maharashtra,India
CUST00834,22,18,112580.48,4,5,4,454,Champions,Delhi,Delhi,India
CUST00835,272,6,10004.78,3,2,2,322,Need Attention,Madurai,Tamil Nadu,India
CUST00836,170,10,53537.91,3,3,4,334,Loyal Customers,Hyderabad,Telangana,India
CUST00837,581,1,467.36,1,1,1,111,Lost,Coimbatore,Tamil Nadu,India
CUST00838,257,9,227549.47999999998,3,3,5,335,Loyal Customers,Durgapur,West Bengal,India
CUST00839,547,5,11188.84,1,2,2,122,Lost,Kanpur,Uttar Pradesh,India
CUST00840,191,5,61096.340000000004,3,2,4,324,Need Attention,Vadodara,Gujarat,India
CUST00841,1,40,445588.89999999997,5,5,5,555,Champions,Lucknow,Uttar Pradesh,India
CUST00842,387,5,15392.21,2,2,2,222,Hibernating,Nagpur,Maharashtra,India
CUST00843,13,19,42962.57,5,5,3,553,Loyal Customers,Mysuru,Karnataka,India
CUST00844,362,3,3623.88,2,1,1,211,Hibernating,Kolkata,West Bengal,India
CUST00845,30,21,66911.85,4,5,4,454,Champions,Hubli,Karnataka,India
CUST00846,129,16,91867.57,4,4,4,444,Champions,Jaipur,Rajasthan,India
CUST00847,2,29,79626.74,5,5,4,554,Champions,Agra,Uttar Pradesh,India
CUST00848,394,3,12790.43,2,1,2,212,Hibernating,Udaipur,Rajasthan,India
CUST00849,327,6,24970.75,3,2,3,323,Need Attention,Gurgaon,Haryana,India
CUST00850,620,4,5457.21,1,2,1,121,Lost,Kozhikode,Kerala,India
CUST00851,7,25,719581.0700000001,5,5,5,555,Champions,Varanasi,Uttar Pradesh,India
CUST00852,422,6,15398.8,2,2,2,222,Hibernating,Salem,Tamil Nadu,India
CUST00853,21,10,196555.67,4,3,5,435,Loyal Customers,Vadodara,Gujarat,India
CUST00854,697,1,766.11,1,1,1,111,Lost,Mangalore,Karnataka,India
CUST00855,149,9,177247.56,3,3,5,335,Loyal Customers,Mumbai,Maharashtra,India
CUST00856,8,16,49876.11,5,4,4,544,Champions,Jaipur,Rajasthan,India
CUST00857,2,68,516403.20999999996,5,5,5,555,Champions,Bikaner,Rajasthan,India
CUST00858,2,11,36070.69,5,4,3,543,Loyal Customers,Coimbatore,Tamil Nadu,India
CUST00859,553,3,10312.41,1,1,2,112,Lost,Ahmedabad,Gujarat,India
CUST00860,23,20,100829.24,4,5,4,454,Champions,Delhi,Delhi,India
CUST00861,484,9,71246.79000000001,1,3,4,134,Hibernating,Warangal,Telangana,India
CUST00862,117,14,36877.89,4,4,3,443,Loyal Customers,Kochi,Kerala,India
CUST00863,256,6,14945.21,3,2,2,322,Need Attention,Salem,Tamil Nadu,India
CUST00864,302,12,46390.53,3,4,3,343,Loyal Customers,Ludhiana,Punjab,India
CUST00865,73,6,31675.45,4,2,3,423,New Customers,Jaipur,Rajasthan,India
CUST00866,524,3,6953.93,1,1,1,111,Lost,Kolkata,West Bengal,India
CUST00867,5,16,55489.12,5,4,4,544,Champions,Mangalore,Karnataka,India
CUST00868,16,22,75535.25,4,5,4,454,Champions,Hyderabad,Telangana,India
CUST00869,675,1,372.27,1,1,1,111,Lost,Howrah,West Bengal,India
CUST00870,419,1,409.73,2,1,1,211,Hibernating,Hyderabad,Telangana,India
CUST00871,16,12,27420.34,4,4,3,443,Loyal Customers,Noida,Uttar Pradesh,India
CUST00872,108,10,23169.320000000003,4,3,3,433,Loyal Customers,Kochi,Kerala,India
CUST00873,264,4,5422.79,3,2,1,321,Hibernating,Gurgaon,Haryana,India
CUST00874,156,9,14368.38,3,3,2,332,Need Attention,Chandigarh,Punjab,India
CUST00875,2,44,253819.09,5,5,5,555,Champions,New Delhi,Delhi,India
CUST00876,1,28,163333.66,5,5,5,555,Champions,Chandigarh,Punjab,India
CUST00877,231,3,6107.8,3,1,1,311,Hibernating,Warangal,Telangana,India
CUST00878,497,4,246661.44,1,2,5,125,Lost,Ahmedabad,Gujarat,India
CUST00879,3,55,181399.18,5,5,5,555,Champions,Chandigarh,Punjab,India
CUST00880,134,18,84178.17,4,5,4,454,Champions,Gurgaon,Haryana,India
CUST00881,278,7,20063.550000000003,3,3,2,332,Need Attention,Noida,Uttar Pradesh,India
CUST00882,713,6,5963.09,1,2,1,121,Lost,Faridabad,Haryana,India
CUST00883,5,37,133945.04,5,5,5,555,Champions,Pune,Maharashtra,India
CUST00884,7,20,145908.71,5,5,5,555,Champions,New Delhi,Delhi,India
CUST00885,399,4,86143.88,2,2,4,224,Hibernating,Ludhiana,Punjab,India
CUST00886,1,22,124210.81000000001,5,5,5,555,Champions,Howrah,West Bengal,India
CUST00887,379,3,10011.560000000001,2,1,2,212,Hibernating,Amritsar,Punjab,India
CUST00888,109,12,143987.22,4,4,5,445,Champions,Kochi,Kerala,India
CUST00889,30,14,54590.96,4,4,4,444,Champions,Thane,Maharashtra,India
CUST00890,99,13,197277.09,4,4,5,445,Champions,Surat,Gujarat,India
CUST00891,261,3,6404.88,3,1,1,311,Hibernating,Warangal,Telangana,India
CUST00892,518,1,1589.73,1,1,1,111,Lost,Warangal,Telangana,India
CUST00893,474,1,2115.29,2,1,1,211,Hibernating,Noida,Uttar Pradesh,India
CUST00894,94,9,25176.89,4,3,3,433,Loyal Customers,Ahmedabad,Gujarat,India
CUST00895,454,8,20284.739999999998,2,3,2,232,Hibernating,Kanpur,Uttar Pradesh,India
CUST00896,376,5,21903.16,2,2,2,222,Hibernating,Howrah,West Bengal,India
CUST00897,62,17,45318.57,4,4,3,443,Loyal Customers,Kozhikode,Kerala,India
CUST00898,714,1,694.95,1,1,1,111,Lost,Faridabad,Haryana,India
CUST00899,6,56,250288.2,5,5,5,555,Champions,Chennai,Tamil Nadu,India
CUST00900,2,21,84185.94,5,5,4,554,Champions,Jaipur,Rajasthan,India
CUST00901,59,16,175494.57,4,4,5,445,Champions,Panipat,Haryana,India
CUST00902,6,41,185097.59,5,5,5,555,Champions,Pune,Maharashtra,India
CUST00903,27,23,275951.63,4,5,5,455,Champions,Udaipur,Rajasthan,India
CUST00904,197,5,7475.09,3,2,1,321,Hibernating,Faridabad,Haryana,India
CUST00905,84,4,6266.8,4,2,1,421,New Customers,Hubli,Karnataka,India
CUST00906,725,2,7880.09,1,1,1,111,Lost,Howrah,West Bengal,India
CUST00907,654,1,3333.61,1,1,1,111,Lost,Delhi,Delhi,India
CUST00908,101,16,54166.189999999995,4,4,4,444,Champions,Delhi,Delhi,India
CUST00909,156,10,25916.73,3,3,3,333,Loyal Customers,Kolkata,West Bengal,India
CUST00910,310,9,88821.79000000001,3,3,4,334,Loyal Customers,Hubli,Karnataka,India
CUST00911,596,4,7983.75,1,2,2,122,Lost,New Delhi,Delhi,India
CUST00912,158,14,69188.20999999999,3,4,4,344,Loyal Customers,Lucknow,Uttar Pradesh,India
CUST00913,295,4,6061.77,3,2,1,321,Hibernating,Chennai,Tamil Nadu,India
CUST00914,13,18,53901.88,5,5,4,554,Champions,Hyderabad,Telangana,India
CUST00915,637,3,10635.55,1,1,2,112,Lost,Varanasi,Uttar Pradesh,India
CUST00916,69,10,34460.31,4,3,3,433,Loyal Customers,Salem,Tamil Nadu,India
CUST00917,160,11,25503.22,3,4,3,343,Loyal Customers,Delhi,Delhi,India
CUST00918,405,1,2285.63,2,1,1,211,Hibernating,Kochi,Kerala,India
CUST00919,614,3,11084.53,1,1,2,112,Lost,Lucknow,Uttar Pradesh,India
CUST00920,15,27,121038.15,4,5,5,455,Champions,Udaipur,Rajasthan,India
CUST00921,320,1,1430.58,3,1,1,311,Hibernating,Delhi,Delhi,India
CUST00922,28,16,50299.020000000004,4,4,4,444,Champions,Madurai,Tamil Nadu,India
CUST00923,304,4,73138.76,3,2,4,324,Need Attention,Panipat,Haryana,India
CUST00924,545,5,25624.72,1,2,3,123,Lost,Durgapur,West Bengal,India
CUST00925,33,15,165668.87,4,4,5,445,Champions,Panipat,Haryana,India
CUST00926,10,48,229928.71,5,5,5,555,Champions,Nashik,Maharashtra,India
CUST00927,72,8,22796.010000000002,4,3,2,432,Need Attention,Agra,Uttar Pradesh,India
CUST00928,265,4,15534.8,3,2,2,322,Need Attention,Nashik,Maharashtra,India
CUST00929,438,5,7845.22,2,2,1,221,Hibernating,Coimbatore,Tamil Nadu,India
CUST00930,312,12,213451.59,3,4,5,345,Loyal Customers,Pune,Maharashtra,India
CUST00931,6,14,121262.31,5,4,5,545,Champions,Pune,Maharashtra,India
CUST00932,237,2,6624.12,3,1,1,311,Hibernating,Faridabad,Haryana,India
CUST00933,411,1,3757.54,2,1,1,211,Hibernating,New Delhi,Delhi,India
CUST00934,245,6,59055.58,3,2,4,324,Need Attention,Thiruvananthapuram,Kerala,India
CUST00935,10,19,152881.86000000002,5,5,5,555,Champions,Ludhiana,Punjab,India
CUST00936,67,12,25084.96,4,4,3,443,Loyal Customers,Mysuru,Karnataka,India
CUST00937,5,35,163334.95,5,5,5,555,Champions,Howrah,West Bengal,India
CUST00938,455,2,9338.51,2,1,2,212,Hibernating,Udaipur,Rajasthan,India
CUST00939,32,32,75068.74,4,5,4,454,Champions,Coimbatore,Tamil Nadu,India
CUST00940,486,5,19670.34,1,2,2,122,Lost,Bengaluru,Karnataka,India
CUST00941,111,10,52947.52,4,3,4,434,Loyal Customers,Udaipur,Rajasthan,India
CUST00942,492,3,15409.570000000002,1,1,2,112,Lost,Agra,Uttar Pradesh,India
CUST00943,273,5,4494.8,3,2,1,321,Hibernating,Rajkot,Gujarat,India
CUST00944,250,1,5839.28,3,1,1,311,Hibernating,New Delhi,Delhi,India
CUST00945,134,14,77553.73,4,4,4,444,Champions,Panipat,Haryana,India
CUST00946,6,45,97998.36,5,5,4,554,Champions,Kolkata,West Bengal,India
CUST00947,41,19,59926.43,4,5,4,454,Champions,Madurai,Tamil Nadu,India
CUST00948,489,2,2982.91,1,1,1,111,Lost,Nagpur,Maharashtra,India
CUST00949,543,1,1981.64,1,1,1,111,Lost,Nashik,Maharashtra,India
CUST00950,377,10,130894.06,2,3,5,235,Hibernating,Panipat,Haryana,India
CUST00951,448,3,29042.41,2,1,3,213,Hibernating,Jaipur,Rajasthan,India
CUST00952,461,5,26863.449999999997,2,2,3,223,Hibernating,Mumbai,Maharashtra,India
CUST00953,7,30,93344.55,5,5,4,554,Champions,Salem,Tamil Nadu,India
CUST00954,598,3,3711.36,1,1,1,111,Lost,Kozhikode,Kerala,India
CUST00955,328,11,29245.05,3,4,3,343,Loyal Customers,Amritsar,Punjab,India
CUST00956,131,8,20260.670000000002,4,3,2,432,Need Attention,New Delhi,Delhi,India
CUST00957,519,8,42118.23,1,3,3,133,Hibernating,Delhi,Delhi,India
CUST00958,2,49,343070.25,5,5,5,555,Champions,Jaipur,Rajasthan,India
CUST00959,5,24,68174.81,5,5,4,554,Champions,Warangal,Telangana,India
CUST00960,553,2,545.37,1,1,1,111,Lost,Warangal,Telangana,India
CUST00961,8,27,132636.31,5,5,5,555,Champions,Coimbatore,Tamil Nadu,India
CUST00962,371,6,72465.23999999999,2,2,4,224,Hibernating,Jodhpur,Rajasthan,India
CUST00963,235,8,16403.24,3,3,2,332,Need Attention,Chandigarh,Punjab,India
CUST00964,78,12,47801.11,4,4,3,443,Loyal Customers,Rajkot,Gujarat,India
CUST00965,110,9,29622.39,4,3,3,433,Loyal Customers,Jaipur,Rajasthan,India
CUST00966,9,6,51278.25,5,2,4,524,New Customers,Hyderabad,Telangana,India
